"Time","instance","Value #sql count","Value #qps","Value #iops in progress","Value #cpu","Value #disk write bytes","Value #read batch latency p99","Value #exec latency p99","Value #admission wait queue length","Value #admission wait rate","Value #goroutines per cpu","Value #l0 sublevels","Value #l0 files","Value #quota used","Value #disk read bytes","Value #replica read bytes","Value #replica write bytes","Value #read keys","Value #write keys","Value #io tokens exhausted","Value #heartbeat latency p99","Value #rocksdb ingested bytes","Value #l0 ingested bytes","Value #l1 ingested bytes","Value #l2 ingested bytes","Value #l3 ingested bytes","Value #l4 ingested bytes","Value #l5 ingested bytes","Value #l6 ingested bytes","Value #kv used slots / total","Value #command latency p99","Value #compaction write bytes","Value #compaction read bytes","Value #write stall duratiion","Value #replicas","Value #leaseholders"
2022-08-30 18:21:45.000,34.138.219.104:26258,0,13.2,0,0.0152,466718,352255,1818951,0,0,0,0,0,0,0,6754,397,39.2,679,0,4377804,0,0,0,0,0,0,0,0,0,4527750,247401,268050,0,3053,1007
2022-08-30 18:22:00.000,34.138.219.104:26258,0,13.0,0,0.00712,459515,349797,1802239,0,0,0.00312,0,0,0,0,6626,389,38.4,675,0,4369939,0,0,0,0,0,0,0,0,0,2600904,247401,268050,0,3053,1006
2022-08-30 18:22:15.000,34.138.219.104:26258,0,12.6,0,0.00738,445701,353893,1367517,0,0,0,0,0,0,0,6386,375,37.1,666,0,4354211,0,0,0,0,0,0,0,0,0,2592166,0,0,0,3053,1002
2022-08-30 18:22:30.000,34.138.219.104:26258,0,12.4,0,0.00700,439430,269843,1456209,0,0,0,0,0,0,0,6272,369,36.4,662,0,4342414,0,0,0,0,0,0,0,0,0,2990407,0,0,0,3053,1000
2022-08-30 18:22:45.000,34.138.219.104:26258,0,12.1,0,0.00938,448936,270663,1608252,0,0,0.00500,0,0,0,0,6057,359,35.2,655,0,4326686,0,0,0,0,0,0,0,0,0,3157523,0,0,0,3053,998
2022-08-30 18:23:00.000,34.138.219.104:26258,0,11.9,0,0.00850,449811,261324,1564343,0,0,0,0,0,0,0,5954,353,34.6,651,0,4318821,0,0,0,0,0,0,0,0,0,2968124,0,0,0,3053,996
2022-08-30 18:23:15.000,34.138.219.104:26258,0,11.7,0,0.00950,481972,254197,1688862,0,0,0,0,0,0,2458,6103,372,34.2,647,0,4299161,0,0,0,0,0,0,0,0,0,3221749,0,0,0,3053,994
2022-08-30 18:23:30.000,34.138.219.104:26258,0,11.6,0,0.00737,482820,237403,1633943,0,0,0,0,0,0,2458,6003,366,33.7,643,0,4291296,0,0,0,0,0,0,0,0,0,3439765,0,0,0,3053,993
2022-08-30 18:23:45.000,34.138.219.104:26258,0,11.3,0,0.00937,483554,160398,1871052,0,0,0,0,0,0,0,5813,356,32.6,637,0,4275568,0,0,0,0,0,0,0,0,0.200,3720696,0,0,0,3053,992
2022-08-30 18:24:00.000,34.138.219.104:26258,0,11.2,0,0.00762,483653,159907,1863187,0,0,0,0,0,0,0,5723,351,32.1,633,0,4263771,0,0,0,0,0,0,0,0,0,3803053,0,0,0,3053,992
2022-08-30 18:24:15.000,34.138.219.104:26258,8.25,12.2,0,0.0718,1226978,591134,4656550,0,0,0.273,0,0,0.0177,0,5551,49414,31.2,629,0,4248043,0,0,0,0,0,0,0,0,0,443514,2146692,2156589,0,3053,992
2022-08-30 18:24:30.000,34.138.219.104:26258,15.5,13.7,0.167,0.0856,3106435,589168,4511497,0,0,0.167,0,0,0.0194,205,5469,107041,30.7,628,0,4240178,0,0,0,0,0,0,0,0,0,194500,15735643,16041605,0,3053,992
2022-08-30 18:24:45.000,34.138.219.104:26258,26.0,16.0,0.167,0.0839,8723873,590478,4099931,0,0,0.0656,0,0,0.0177,0,5312,202062,29.9,626,0,5269093,0,0,0,0,0,0,0,0,0,173651,54341700,56141368,0,3053,992
2022-08-30 18:25:00.000,34.138.219.104:26258,33.4,17.0,0.167,0.0917,11740732,590478,4339006,0,0,0.0331,0,0,0.0194,205,5245,243292,29.5,625,0,5604638,0,0,0,0,0,0,0,0,0,166731,60184819,62805037,0,3053,992
2022-08-30 18:25:15.000,34.138.219.104:26258,33.3,18.9,0.167,0.0946,18545784,606699,4013205,0,0,0.0281,0,0,0,205,5127,317562,28.8,623,0,5680659,0,0,0,0,0,0,0,0,0,147124,73292333,76377261,0,3053,992
2022-08-30 18:25:30.000,34.138.219.104:26258,33.3,19.8,0,0.0972,22181535,606535,4286709,0,0,0.0225,0,0,0,205,5057,352468,28.4,622,0,5676727,0,0,0,0,0,0,0,0,0.200,144455,78697608,81887222,0,3053,992
2022-08-30 18:25:45.000,34.138.219.104:26258,33.3,21.3,0,0.0997,29888752,573439,3799877,0,0,0.570,0,0,0,0,4923,413493,27.7,620,0,5671484,0,0,0,0,0,0,0,0,0,149121,86234494,89924726,0,3053,992
2022-08-30 18:26:00.000,34.138.219.104:26258,33.3,22.1,0,0.0716,31513014,343655,3658634,0,0,0.458,0,0,0.0200,25805,4858,443477,27.3,619,0,5668863,0,0,0,0,0,0,0,0,0,156974,56069315,58063555,0,3053,992
2022-08-30 18:26:15.000,34.138.219.104:26258,33.3,27.8,0,0.0885,37237640,9135647,3615704,0,0,0.0475,0,0,0.0600,205,731189,489915,37.8,617,0,5662309,0,0,0,0,0,0,0,0,0.200,154988,57810408,61442020,0,3053,992
2022-08-30 18:26:30.000,34.138.219.104:26258,33.3,28.4,0,0.0909,41008531,9135746,3552522,0,0,0.0462,0,0,0.0600,410,720560,514255,37.3,617,0,5659688,0,0,0,0,0,0,0,0,0,157083,76090218,80843069,0,3053,992
2022-08-30 18:26:45.000,34.138.219.104:26258,33.3,29.4,0,0.0956,48666765,356679,3821075,0,0,0.133,0,0,0.0400,0,700258,556195,36.4,615,0,5913968,0,0,0,0,0,0,0,0,0,153295,85816538,89747401,0,3053,992
2022-08-30 18:27:00.000,34.138.219.104:26258,33.3,29.9,0,0.0966,52915673,411237,3768319,0,0,0.0456,0,0,0.0200,0,690588,577985,35.9,614,0,6349127,0,0,0,0,0,0,0,0,0.200,152498,91217625,95305949,0,3053,992
